day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.9504999999999999,0.001,0.98,50,79,150,20,56,2,6,11,50,2,3,15,28,0,4,4,24,2,2,20,56,2,6,11,50,2,3,-1433,0.0,28,3,0,31,0,0,0
1,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.9504999999999999,0.001,0.98,50,39,0,0,0,0,0,0,0,0,0,5,14,0,2,5,12,0,1,9,48,0,0,2,40,0,0,-1122,0.0,22,2,0,24,0,0,0
2,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.9504999999999999,0.001,0.98,50,74,68,13,24,0,7,6,15,0,3,1,26,1,3,5,35,0,3,13,69,0,7,6,52,0,3,-1677,0.0,32,7,0,39,0,0,0
3,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.9504999999999999,0.001,0.98,50,31,0,0,0,0,0,0,0,0,0,0,16,0,2,0,13,0,0,9,56,0,0,0,43,0,0,-900,0.0,18,0,0,18,0,0,0
4,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.9504999999999999,0.001,0.98,50,43,55,6,22,0,4,3,17,2,1,7,11,0,2,2,19,0,2,12,73,0,4,3,55,2,1,-2668,0.0,15,0,1918,15,0,0,0
5,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.9504999999999999,0.001,0.98,50,40,21,1,12,1,0,1,6,0,0,5,6,0,4,4,13,2,6,7,58,1,0,1,38,0,0,-1111,0.0,22,1,0,23,0,0,0
6,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.9504999999999999,0.001,0.98,50,35,45,7,21,0,0,4,13,0,0,6,15,0,3,1,8,2,0,7,74,0,0,4,47,0,0,-1807,0.0,18,0,907,18,0,0,0
7,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.9504999999999999,0.001,0.98,50,51,21,4,9,0,1,0,7,0,0,3,17,0,4,1,26,0,0,6,64,0,1,0,43,0,0,-1411,0.0,28,1,0,29,0,0,0
8,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.9504999999999999,0.001,0.98,50,68,43,9,10,0,4,3,16,0,1,6,18,2,8,7,20,0,7,9,68,0,4,3,49,0,1,-3207,0.0,40,2,1185,42,0,0,0
9,True,reg_2,request_scratch,cau100_afr0_asi0_2,regional_2,50,150,912,70,0,1,0.01,0.9504999999999999,0.001,0.98,50,45,24,4,8,0,2,5,5,0,0,0,11,4,3,7,19,0,1,7,60,0,2,5,47,0,0,-1737,0.0,23,2,565,25,0,0,0
