day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.595,0.001,0.99,50,34,150,27,48,6,1,16,49,1,2,5,7,0,8,2,12,0,0,27,48,6,1,16,49,1,2,-94,0.0,1,4,0,5,0,0,0
1,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.595,0.001,0.99,50,73,0,0,0,0,0,0,0,0,0,7,28,2,8,0,24,0,4,26,34,3,1,8,44,0,1,-972,0.0,19,2,0,21,0,0,0
2,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.595,0.001,0.99,50,149,87,13,37,1,6,5,24,1,0,18,49,0,14,14,46,0,8,34,37,1,6,7,64,1,0,-3861,0.0,77,1,0,78,0,0,0
3,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.595,0.001,0.99,50,71,35,8,12,0,1,1,13,0,0,6,22,4,6,5,27,0,1,33,12,0,1,1,66,0,0,-2122,0.0,42,2,0,44,0,0,0
4,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.595,0.001,0.99,50,24,45,8,19,0,3,1,14,0,0,0,10,0,3,0,11,0,0,35,19,0,3,1,71,0,0,-954,0.0,8,1,543,9,0,0,0
5,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.595,0.001,0.99,50,13,24,2,11,0,0,1,10,0,0,0,2,0,5,0,6,0,0,31,22,0,1,1,61,0,0,-250,0.0,5,0,0,5,0,0,0
6,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.595,0.001,0.99,50,28,19,4,6,2,1,2,4,0,0,1,16,1,2,5,3,0,0,33,23,2,2,2,65,0,0,-1361,0.0,8,5,906,13,0,0,0
7,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.595,0.001,0.99,50,63,59,13,18,0,3,5,20,0,0,4,27,0,8,6,18,0,0,35,32,0,3,5,61,0,0,-2251,0.0,21,5,1146,26,0,0,0
8,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.595,0.001,0.99,50,60,32,3,14,0,2,1,11,1,0,2,16,1,3,4,33,0,1,30,16,0,2,4,59,1,0,-2503,0.0,28,4,1059,32,0,0,0
9,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.595,0.001,0.99,50,86,69,12,22,1,2,3,27,1,1,11,39,0,2,7,22,2,3,34,22,1,2,3,72,1,1,-2842,0.0,45,4,548,49,0,0,0
10,True,reg_10,request_scratch,cau100_afr0_asi0_10,regional_10,50,150,912,70,0,1,0.01,0.595,0.001,0.99,50,76,17,2,5,0,1,1,8,0,0,0,38,2,2,11,23,0,0,34,5,0,1,1,70,0,0,-2810,0.0,52,3,177,55,0,0,0
